Nombre,Descripción,Tipo de Plantilla,Localidad,Calidad,URL del Icono de Calidad,Descripción del Icono de Calidad,Accesible,URL del Icono de Accesibilidad,Descripción del Icono de Accesibilidad,Teléfono,Dirección,Marcas,Perfiles Turísticos,Diversidad functional física ,Diversidad functional visual ,Diversidad functional auditiva ,Diversidad functional intelectual ,Diversidad functional orgánica ,Buenas prácticas ,Email,WEB,Importancia,Sala de Reuniones,Club de Producto,Visita Guiada,Tienda,Actividades Gastronómicas,Surfing,Postal Code,Tipo,Duración,Tipo de Transporte,Inicio de Ruta,Agua,Paisaje,Gastronomía,Cultura,Pareja,Niños,Amigos,Buscable,Idiomas,100% Basque,Coordenadas GPS,LATWGS84,LONWGS84,Nombre lugar,Dirección,Municipio,Código municipio,Código postal,Provincia,Código provincia,País,Código país,Teléfono,Correo electrónico,Página web,URL amigable,URL física,XML datos,XML metadatos,Zip
Atxondo,"Formado por los antiguos municipios de Apatamonasterio, Arrazola y Axpe, y muy cerca del Parque N...",Localidades,Apatamonasterio; Arrazola | Diseminado; Marzana | Diseminado; Olazabal | Diseminado; San Juan | Diseminado; Santiago | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atxondo;Atxondo;Atxondo;Atxondo;Atxondo;Atxondo,091;091;091;091;091;091,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/atxondo/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005803_d2_rec_turismo/es_5803/5803-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005803_d2_rec_turismo/es_5803/data/5803_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005803_d2_rec_turismo/r01Index/0000005803_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005803_d2_rec_turismo/opendata/0000005803_d2_rec_turismo.zip
Aulesti,"Hermosas ermitas destacan en este municipio vizcaíno, perteneciente a la comarca de Lea-Ar...",Localidades,Aulesti; Narea | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aulesti;Aulesti;Aulesti,070;070;070,,Bizkaia;Bizkaia;Bizkaia,48;48;48,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/aulesti/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005804_d2_rec_turismo/es_5804/5804-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005804_d2_rec_turismo/es_5804/data/5804_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005804_d2_rec_turismo/r01Index/0000005804_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005804_d2_rec_turismo/opendata/0000005804_d2_rec_turismo.zip
Aretxabaleta,"A orillas del río Deba y cerca de las fronteras con Bizkaia y Gipuzkoa, se sitúa Ar...",Localidades,Aozaratza | Diseminado; Arkarazo | Diseminado; Aretxabaleta; Areantza | Diseminado; Oro | Diseminado; Galartza | Diseminado; Larrino | Diseminado; Izurieta | Diseminado; Goroeta | Diseminado; Apotzagaetxebarri | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta;Aretxabaleta,013;013;013;013;013;013;013;013;013;013,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/aretxabaleta/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005821_d2_rec_turismo/es_5821/5821-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005821_d2_rec_turismo/es_5821/data/5821_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005821_d2_rec_turismo/r01Index/0000005821_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005821_d2_rec_turismo/opendata/0000005821_d2_rec_turismo.zip
Arrasate/Mondragón,"Arrasate/Mondragón, municipio con paisajes montañosos y por el que discurre el r&ia...",Localidades,Bedoña | Diseminado; Garagartza; Gesalibar; Arrasate/Mondragón; Udala | Diseminado; Meatzerreka | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arrasate/Mondragón;Arrasate/Mondragón;Arrasate/Mondragón;Arrasate/Mondragón;Arrasate/Mondragón;Arrasate/Mondragón,055;055;055;055;055;055,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/arrasate-mondragon/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005901_d2_rec_turismo/es_5901/5901-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005901_d2_rec_turismo/es_5901/data/5901_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005901_d2_rec_turismo/r01Index/0000005901_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005901_d2_rec_turismo/opendata/0000005901_d2_rec_turismo.zip
Asteasu,"Situado en las faldas del monte Ernio (1.075m), Asteasu presenta un carácter abierto, por ...",Localidades,Asteasu; Beballara | Diseminado; Elizmendi; Errekaballara | Diseminado; Goiballara | Diseminado; Upazan | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asteasu;Asteasu;Asteasu;Asteasu;Asteasu;Asteasu,014;014;014;014;014;014,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/asteasu/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000005981_d2_rec_turismo/es_5981/5981-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005981_d2_rec_turismo/es_5981/data/5981_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005981_d2_rec_turismo/r01Index/0000005981_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000005981_d2_rec_turismo/opendata/0000005981_d2_rec_turismo.zip
Harana/Valle de Arana,"El entorno natural que rodea este valle formado por cuatro localidades, destaca por su gran belle...",Localidades,Ullíbarri-Arana/Uribarri Harana | Ullibarri-Arana/Uribarri Harana; Alda; Kontrasta; San Vicente de Arana/Done Bikendi Harana,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harana/Valle de Arana;Harana/Valle de Arana;Harana/Valle de Arana;Harana/Valle de Arana,056;056;056;056,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/harana-valle-de-arana/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006001_d2_rec_turismo/es_6001/6001-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006001_d2_rec_turismo/es_6001/data/6001_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006001_d2_rec_turismo/r01Index/0000006001_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006001_d2_rec_turismo/opendata/0000006001_d2_rec_turismo.zip
Iruña Oka /Iruña de Oca,Hasta cinco pueblos forman este municipio situado en la llanada alavesa. Entre ellos destaca Nanc...,Localidades,Trasponte/Trespuentes; Ollávarre/Olabarri; Nanclares de la Oca/Langraiz Oka; Víllodas/Billoda; Montevite/Mandaita,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iruña Oka/Iruña de Oca;Iruña Oka/Iruña de Oca;Iruña Oka/Iruña de Oca;Iruña Oka/Iruña de Oca;Iruña Oka/Iruña de Oca,901;901;901;901;901,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/iruna-oka-iruna-de-oca/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006010_d2_rec_turismo/es_6010/6010-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006010_d2_rec_turismo/es_6010/data/6010_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006010_d2_rec_turismo/r01Index/0000006010_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006010_d2_rec_turismo/opendata/0000006010_d2_rec_turismo.zip
Bakio,"Bakio está situado en la costa del territorio histórico de Bizkaia, dentro de la co...",Localidades,Artzalde | Diseminado; Goitisoloalde; Zubiaur; Urkitzaur; Gibelorratzagako San Pelaio,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bakio;Bakio;Bakio;Bakio;Bakio;Bakio,012;012;012;012;012;012,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/bakio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006026_d2_rec_turismo/es_6026/6026-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006026_d2_rec_turismo/es_6026/data/6026_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006026_d2_rec_turismo/r01Index/0000006026_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006026_d2_rec_turismo/opendata/0000006026_d2_rec_turismo.zip
Ataun,"Situado en el valle del Goierri, Ataun es el pueblo más largo de Gipuzkoa. Sus montes, cue...",Localidades,Aia | Diseminado; San Gregorio,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ataun;Ataun;Ataun,015;015;015,,Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/ataun/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006045_d2_rec_turismo/es_6045/6045-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006045_d2_rec_turismo/es_6045/data/6045_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006045_d2_rec_turismo/r01Index/0000006045_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006045_d2_rec_turismo/opendata/0000006045_d2_rec_turismo.zip
Balmaseda,"Con reminiscencias medievales y ferroviarias, Balmaseda cuenta con un patrimonio cultural extenso...",Localidades,Balmaseda; Pandozales | Diseminado; Peñueco | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balmaseda;Balmaseda;Balmaseda,090;090;090,,Bizkaia;Bizkaia;Bizkaia,48;48;48,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/balmaseda/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006049_d2_rec_turismo/es_6049/6049-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006049_d2_rec_turismo/es_6049/data/6049_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006049_d2_rec_turismo/r01Index/0000006049_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006049_d2_rec_turismo/opendata/0000006049_d2_rec_turismo.zip
Azkoitia,Nada más llegar a esta localidad guipuzcoana que se sitúa bajo la protección...,Localidades,Izarraitz | Diseminado; Azkoitia; Arrietamendi | Diseminado; Ormaolamendi | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azkoitia;Azkoitia;Azkoitia;Azkoitia,017;017;017;017,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/azkoitia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006061_d2_rec_turismo/es_6061/6061-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006061_d2_rec_turismo/es_6061/data/6061_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006061_d2_rec_turismo/r01Index/0000006061_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006061_d2_rec_turismo/opendata/0000006061_d2_rec_turismo.zip
Azpeitia,"Bajo el abrigo del macizo de Izarraitz en la comarca de Urola Medio, se encuentra el municipio gu...",Localidades,Azpeitia; Urrestilla; Nuarbe; Loiola,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azpeitia;Azpeitia;Azpeitia;Azpeitia,018;018;018;018,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/azpeitia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006067_d2_rec_turismo/es_6067/6067-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006067_d2_rec_turismo/es_6067/data/6067_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006067_d2_rec_turismo/r01Index/0000006067_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006067_d2_rec_turismo/opendata/0000006067_d2_rec_turismo.zip
Iruraiz-Gauna,"Este acogedor municipio alavés, formado por once pueblos, alberga numerosos tesoros hist&o...",Localidades,Trokoniz; Langarika; Jauregi | Diseminado; Gereñu; Gauna; Azilu; Ezkerekotxa; Erentxun; Arrieta; Alaitza; Gazeo,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna;Iruraiz-Gauna,027;027;027;027;027;027;027;027;027;027;027,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/iruraiz-gauna/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006076_d2_rec_turismo/es_6076/6076-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006076_d2_rec_turismo/es_6076/data/6076_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006076_d2_rec_turismo/r01Index/0000006076_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006076_d2_rec_turismo/opendata/0000006076_d2_rec_turismo.zip
Beasain,"Beasain, situada en el corazón del Goierri, se encuentra en un paraje idílico, en m...",Localidades,Gudugarreta | Diseminado; Loinatz | Diseminado; Ugartemendi | Diseminado; Beasainmendi | Diseminado; Antzizar | Diseminado; Altamira | Diseminado; Garin; Beasain; Astigarreta; Arriaran; Salbatore; Aratz-Matxinbenta,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain;Beasain,019;019;019;019;019;019;019;019;019;019;019;019,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/beasain/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006078_d2_rec_turismo/es_6078/6078-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006078_d2_rec_turismo/es_6078/data/6078_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006078_d2_rec_turismo/r01Index/0000006078_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006078_d2_rec_turismo/opendata/0000006078_d2_rec_turismo.zip
Labastida,"Situado al sur de Álava, el municipio de Labastida se encuentra en Rioja Alavesa...",Localidades,Labastida/Bastida; Salinillas de Buradón/Gatzaga Buradon,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Labastida/Bastida;Labastida/Bastida,028;028,,Araba/Álava;Araba/Álava,01;01,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/labastida/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006316_d2_rec_turismo/es_6316/6316-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006316_d2_rec_turismo/es_6316/data/6316_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006316_d2_rec_turismo/r01Index/0000006316_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006316_d2_rec_turismo/opendata/0000006316_d2_rec_turismo.zip
Laguardia,"Conocida como la capital del vino, Laguardia se encuentra al sur del territorio histórico ...",Localidades,El Campillar; Laguardia; Laserna; Páganos,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laguardia;Laguardia;Laguardia;Laguardia,031;031;031;031,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/top10/localidades/laguardia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006337_d2_rec_turismo/es_6337/6337-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006337_d2_rec_turismo/es_6337/data/6337_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006337_d2_rec_turismo/r01Index/0000006337_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006337_d2_rec_turismo/opendata/0000006337_d2_rec_turismo.zip
Kripan,Este bello municipio del territorio histórico de Álava pertenece a la Cuadrilla de ...,Localidades,Kripan,,,,,,,,,Rioja Alavesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42.591666,-2.516079",42.591666,-2.516079,,,Kripan,019,,Araba/Álava,01,España,108,,,,https://turismoa.euskadi.eus/es/localidades/kripan/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006381_d2_rec_turismo/es_6381/6381-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006381_d2_rec_turismo/es_6381/data/6381_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006381_d2_rec_turismo/r01Index/0000006381_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006381_d2_rec_turismo/opendata/0000006381_d2_rec_turismo.zip
Kuartango,"Kuartango es un municipio para perderse, en el que los paisajes y la tranquilidad son factores as...",Localidades,Zuhatzu Kuartango; Arriano | Diseminado; Urbina Eza | Diseminado; Urbina Basabe | Diseminado; Uribarri Kuartango | Diseminado; Tortura | Diseminado; Sendadiano; Santa Eulalia; Marinda | Diseminado; Luna; Jokano; Inurrieta | Diseminado; Guillarte/Gibilloar,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango;Kuartango,020;020;020;020;020;020;020;020;020;020;020;020;020;020;020;020;020;020;020;020,,Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava;Araba/Álava,01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01,España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/kuartango/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006402_d2_rec_turismo/es_6402/6402-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006402_d2_rec_turismo/es_6402/data/6402_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006402_d2_rec_turismo/r01Index/0000006402_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006402_d2_rec_turismo/opendata/0000006402_d2_rec_turismo.zip
Bergara,"Rodeada de verdes montañas, Bergara es una ciudad de la comarca Debagoiena, eminentemente ...",Localidades,Ubera; Bergara; Elorregi | Diseminado; Osintxu; Elosua | Diseminado; Basalgo | Diseminado; Angiozar,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bergara;Bergara;Bergara;Bergara;Bergara;Bergara;Bergara,074;074;074;074;074;074;074,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20,España;España;España;España;España;España;España,108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/bergara/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006421_d2_rec_turismo/es_6421/6421-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006421_d2_rec_turismo/es_6421/data/6421_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006421_d2_rec_turismo/r01Index/0000006421_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006421_d2_rec_turismo/opendata/0000006421_d2_rec_turismo.zip
Barrika,El litoral de Barrika está protegido por diversos acantilados que forman un bello paisaje....,Localidades,Goierri | Diseminado; Elexalde | Diseminado,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrika;Barrika,014;014,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/barrika/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006443_d2_rec_turismo/es_6443/6443-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006443_d2_rec_turismo/es_6443/data/6443_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006443_d2_rec_turismo/r01Index/0000006443_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006443_d2_rec_turismo/opendata/0000006443_d2_rec_turismo.zip
Basauri,"Basauri se halla en el territorio histórico de Bizkaia, más concretamente, en la co...",Localidades,Arizgoiti; Urbi; Elexalde,,,,,,,,,Bilbao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basauri;Basauri;Basauri,015;015;015,,Bizkaia;Bizkaia;Bizkaia,48;48;48,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/basauri/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000006461_d2_rec_turismo/es_6461/6461-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006461_d2_rec_turismo/es_6461/data/6461_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006461_d2_rec_turismo/r01Index/0000006461_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000006461_d2_rec_turismo/opendata/0000006461_d2_rec_turismo.zip
